"ean","order_id_falta","cantidad_solicitada_falta","point_of_sale_id","nombre_pos","tipo_producto","fecha_pedido_falta","reintento_reposicion","order_id_recompra","fecha_pedido_recompra","dias_hasta_recompra","horas_hasta_recompra","bucket_timing_recompra","cantidad_recompra","compra_efectiva","veces_falta_antes"
"7501037950519",397268,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 03:42:55",1,397797,"2026-01-03 03:37:56",1,23,"12-24 h",2.000,0,1
"7501037950526",397276,3,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",3.000,0,1
"7501039700952",397239,1,1170,Digsa Medica,MEDICINAL,"2026-01-02 02:40:35",0,,,,,,,,1
"7501041941930",397222,3,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",1,398212,"2026-01-05 03:07:04",3,73,"48 h+",2.000,0,1
"7501041941930",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,1
"7501043162128",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7501043162135",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501043162296",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,1,1
"7501044210132",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501046492314",397142,2,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:58:26",0,,,,,,,,1
"7501048351039",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7501048351039",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501048621514",397205,5,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",0,,,,,,,,1
"7501048660551",397211,10,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",12.000,0,1
"7501048690121",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501048690213",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501048694105",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,399524,"2026-01-07 02:35:41",5,120,"48 h+",1.000,0,1
"7501048694105",397234,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,401880,"2026-01-12 01:56:35",10,239,"48 h+",1.000,0,1
"7501048694105",397262,12,1170,Digsa Medica,MEDICINAL,"2026-01-02 03:13:14",0,,,,,,,,1
"7501048695300",397150,1,2280,MINA,MEDICINAL,"2026-01-01 05:07:18",0,,,,,,,,1
"7501048780105",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7501048780235",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7501048910106",397205,5,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,397819,"2026-01-03 04:08:38",1,27,"24-48 h",3.000,1,1
"7501050601962",397205,2,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,397819,"2026-01-03 04:08:38",1,27,"24-48 h",3.000,0,1
"7501050604055",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7501050611022",397142,2,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:58:26",0,,,,,,,,1
"7501050611039",397142,2,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:58:26",0,,,,,,,,1
"7501050623780",397205,1,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",0,,,,,,,,1
"7501050624008",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",0,,,,,,,,1
"7501050624015",397196,2,2090,F. San José Matriz,MEDICINAL,"2026-01-02 00:13:04",0,,,,,,,,1
"7501050632348",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501054549833",397205,5,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,400799,"2026-01-09 04:01:42",7,171,"48 h+",5.000,0,1
"7501054549833",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501054549895",397150,1,2280,MINA,MEDICINAL,"2026-01-01 05:07:18",0,,,,,,,,1
"7501054554639",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501055303786",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,400759,"2026-01-09 03:03:18",7,167,"48 h+",1.000,1,1
"7501055303885",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7501055304653",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397771,"2026-01-03 03:06:32",1,24,"24-48 h",2.000,0,1
"7501055304721",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7501055304721",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,1.000,0,1
"7501055304721",397241,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397263,"2026-01-02 03:16:19",0,0,< 6 h,3.000,0,1
"7501055304721",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,2
"7501055304721",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,2
"7501055304721",397263,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,397771,"2026-01-03 03:06:32",1,23,"12-24 h",1.000,0,2
"7501055305230",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",1.000,0,1
"7501055305339",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,399517,"2026-01-07 02:28:38",5,119,"48 h+",1.000,0,1
"7501055305629",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397263,"2026-01-02 03:16:19",0,0,< 6 h,1.000,0,1
"7501055305629",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,397771,"2026-01-03 03:06:32",1,23,"12-24 h",1.000,0,2
"7501055307906",397232,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7501055307906",397241,4,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397771,"2026-01-03 03:06:32",1,24,"24-48 h",3.000,0,1
"7501055307906",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,2
"7501055307906",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,397743,"2026-01-03 01:48:50",1,22,"12-24 h",1.000,0,1
"7501055308248",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",1.000,0,1
"7501055308248",397263,4,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,401697,"2026-01-11 02:58:49",9,215,"48 h+",2.000,0,1
"7501055310487",397234,3,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,2.000,0,1
"7501055310487",397258,2,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,2
"7501055310883",397241,2,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397263,"2026-01-02 03:16:19",0,0,< 6 h,3.000,0,1
"7501055310883",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",2.000,0,1
"7501055310883",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,397743,"2026-01-03 01:48:50",1,22,"12-24 h",4.000,0,1
"7501055310883",397263,3,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,397771,"2026-01-03 03:06:32",1,23,"12-24 h",6.000,0,2
"7501055317677",397234,3,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"7501055320639",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,1.000,0,1
"7501055320639",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,397743,"2026-01-03 01:48:50",1,22,"12-24 h",2.000,0,2
"7501055328345",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",3.000,0,1
"7501055329267",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7501055329267",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,400202,"2026-01-08 03:43:28",6,144,"48 h+",1.000,0,2
"7501055329267",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,400759,"2026-01-09 03:03:18",7,167,"48 h+",1.000,1,1
"7501055329298",397243,3,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,401360,"2026-01-10 02:44:35",8,191,"48 h+",1.000,0,1
"7501055329298",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,399530,"2026-01-07 02:44:59",5,119,"48 h+",1.000,0,1
"7501055329380",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,1
"7501055329380",397263,2,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,401914,"2026-01-12 03:07:05",10,239,"48 h+",1.000,0,1
"7501055330683",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,398053,"2026-01-04 03:02:10",2,48,"48 h+",2.000,0,1
"7501055332175",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,1
"7501055334018",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,401352,"2026-01-10 02:10:11",8,191,"48 h+",1.000,0,1
"7501055339983",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"7501055339983",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,398912,"2026-01-06 03:16:16",4,96,"48 h+",2.000,0,1
"7501055341597",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,1
"7501055352609",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,1
"7501055358885",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397771,"2026-01-03 03:06:32",1,24,"24-48 h",1.000,0,1
"7501055358892",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397771,"2026-01-03 03:06:32",1,24,"24-48 h",2.000,0,1
"7501055361540",397222,2,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",1,397775,"2026-01-03 03:09:54",1,25,"24-48 h",1.000,0,1
"7501055361540",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,1
"7501055361540",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,401748,"2026-01-11 17:58:53",9,231,"48 h+",1.000,0,1
"7501055361557",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397263,"2026-01-02 03:16:19",0,0,< 6 h,1.000,0,1
"7501055361557",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,397771,"2026-01-03 03:06:32",1,23,"12-24 h",2.000,0,2
"7501055367139",397232,5,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7501055367139",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,2
"7501055376674",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",1,397771,"2026-01-03 03:06:32",1,24,"24-48 h",1.000,0,1
"7501055377190",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",2.000,0,1
"7501055377190",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",0,,,,,,,,1
"7501055377206",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",0,,,,,,,,1
"7501055381883",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,1
"7501055384969",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,1
"7501055384976",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",0,,,,,,,,1
"7501056320331",397196,2,2090,F. San José Matriz,MEDICINAL,"2026-01-02 00:13:04",1,397791,"2026-01-03 03:31:44",1,27,"24-48 h",3.000,0,1
"7501056326142",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7501056326142",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501056326142",397278,2,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",2.000,0,1
"7501056326173",397149,1,1311,Verdux Ciudad Lago,MEDICINAL,"2026-01-01 04:23:44",1,397834,"2026-01-03 04:50:51",2,48,"48 h+",1.000,0,1
"7501056326173",397266,3,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",3.000,1,1
"7501056330491",397201,7,2770,F. La Esperanza Matriz,MEDICINAL,"2026-01-02 00:26:54",1,397849,"2026-01-03 05:22:24",1,28,"24-48 h",9.000,0,1
"7501056330491",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7501056330491",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501056338817",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,1
"7501056340100",397278,2,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",2.000,0,1
"7501056340124",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501056346065",397269,1,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",0,,,,,,,,1
"7501056346270",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501056359232",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,397819,"2026-01-03 04:08:38",1,27,"24-48 h",3.000,0,1
"7501057002373",397196,1,2090,F. San José Matriz,MEDICINAL,"2026-01-02 00:13:04",0,,,,,,,,1
"7501057006432",397196,2,2090,F. San José Matriz,MEDICINAL,"2026-01-02 00:13:04",1,398200,"2026-01-05 02:50:24",3,74,"48 h+",2.000,0,1
"7501057006432",397617,2,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",1,398724,"2026-01-05 22:11:16",3,71,"48 h+",2.000,0,1
"7501057503771",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7501058614148",397276,10,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",10.000,0,1
"7501058614193",397269,1,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",1,400806,"2026-01-09 04:15:37",7,168,"48 h+",1.000,0,1
"7501058614193",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7501058614322",397276,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",2.000,0,1
"7501058616678",397149,6,1311,Verdux Ciudad Lago,MEDICINAL,"2026-01-01 04:23:44",0,,,,,,,,1
"7501058616678",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501058616678",397278,2,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",2.000,0,1
"7501058616678",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7501058616715",397149,6,1311,Verdux Ciudad Lago,MEDICINAL,"2026-01-01 04:23:44",0,,,,,,,,1
"7501058616715",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501058616715",397266,1,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",1.000,1,1
"7501058616715",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7501058616715",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7501058623294",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",1.000,0,1
"7501058651129",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",0,,,,,,,,1
"7501058792938",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7501058796882",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",1,397775,"2026-01-03 03:09:54",1,25,"24-48 h",1.000,0,1
"7501058797032",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7501059225411",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7501059242258",397283,2,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",2.000,0,1
"7501059338531",397208,1,3090,Farmacia Graciela Nuevo León,MEDICINAL,"2026-01-02 00:58:05",0,,,,,,,,1
"7501061002109",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501061002109",397268,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 03:42:55",1,397797,"2026-01-03 03:37:56",1,23,"12-24 h",2.000,1,1
"7501061002109",397270,2,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",2.000,1,1
"7501061010005",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501061019008",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,399212,"2026-01-06 18:44:01",4,114,"48 h+",1.000,1,1
"7501061019008",397282,2,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",0,,,,,,,,1
"7501061812227",397551,2,1749,Sucursal Periferico,MEDICINAL,"2026-01-02 19:53:12",1,398110,"2026-01-04 20:10:26",2,48,"48 h+",2.000,0,1
"7501064550775",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7501065005366",397141,1,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:48:16",0,,,,,,,,1
"7501065019660",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501065057815",397551,2,1749,Sucursal Periferico,MEDICINAL,"2026-01-02 19:53:12",1,398110,"2026-01-04 20:10:26",2,48,"48 h+",1.000,0,1
"7501065060600",397268,11,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 03:42:55",1,398249,"2026-01-05 04:10:24",3,72,"48 h+",11.000,0,1
"7501065064707",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501065064707",397283,3,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",3.000,0,1
"7501065072146",397269,1,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",0,,,,,,,,1
"7501065922120",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7501065922120",397261,1,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,399481,"2026-01-07 01:02:25",5,117,"48 h+",1.000,1,1
"7501070600471",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",0,,,,,,,,1
"7501070612368",397150,2,2280,MINA,MEDICINAL,"2026-01-01 05:07:18",0,,,,,,,,1
"7501070612436",397261,1,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,398177,"2026-01-05 01:53:18",3,70,"48 h+",1.000,0,1
"7501070613129",397141,5,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:48:16",1,397777,"2026-01-03 03:18:58",2,49,"48 h+",2.000,0,1
"7501070617868",397266,1,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",1.000,1,1
"7501070617868",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7501070617967",397266,1,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",1.000,1,1
"7501070617981",397266,1,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",1.000,1,1
"7501070617998",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501070617998",397266,1,2840,Don Doctor,MEDICINAL,"2026-01-02 03:34:24",1,397783,"2026-01-03 03:24:16",1,23,"12-24 h",1.000,1,1
"7501070618018",397269,1,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",0,,,,,,,,1
"7501070618018",397617,1,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",0,,,,,,,,1
"7501070634698",397626,5,1673,Farmacia Zamora,MEDICINAL,"2026-01-02 22:39:25",1,398806,"2026-01-05 23:35:30",3,72,"48 h+",2.000,1,1
"7501070634698",397626,5,1673,Farmacia Zamora,MEDICINAL,"2026-01-02 22:39:25",1,398806,"2026-01-05 23:35:30",3,72,"48 h+",2.000,1,1
"7501070634698",397626,5,1673,Farmacia Zamora,MEDICINAL,"2026-01-02 22:39:25",1,398806,"2026-01-05 23:35:30",3,72,"48 h+",2.000,1,1
"7501070634698",397626,5,1673,Farmacia Zamora,MEDICINAL,"2026-01-02 22:39:25",1,398806,"2026-01-05 23:35:30",3,72,"48 h+",2.000,1,1
"7501070646974",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7501070903411",397142,2,2660,Farmacia Guerrero Matriz,MEDICINAL,"2026-01-01 01:58:26",1,398107,"2026-01-04 20:02:23",3,90,"48 h+",1.000,1,1
"7501070903411",397149,3,1311,Verdux Ciudad Lago,MEDICINAL,"2026-01-01 04:23:44",1,398058,"2026-01-04 04:42:14",3,72,"48 h+",3.000,0,1
"7501070903411",397245,3,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",3.000,0,1
"7501070903411",397664,2,2712,Centro Historico,MEDICINAL,"2026-01-02 23:26:17",1,398106,"2026-01-04 20:00:12",2,44,"24-48 h",1.000,0,1
